StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,con,sex,age,moliv,faliv,sib,cuz,roma,sibliv,cuzliv,orient,init,sibgen,WTRso_1,WTRso_2,WTRso_3,WTRso_4,WTRso_5,WTRso_6,WTRso_7,WTRso_8,WTRso_9,WTRso_10,WTRos_1,WTRos_2,WTRos_3,WTRos_4,WTRos_5,WTRos_6,WTRos_7,WTRos_8,WTRos_9,WTRos_10,M0_1,M0_2,M0_3,M0_4,M0_5,M0_6,M0_7,M0_8,M0_9,M0_10,M0_11,M0_12,Q57_1,Q57_2,Q57_3,Q57_4,Q57_5,Q57_6,Q57_7,Q57_8,Q57_9,Q57_10,Q57_11,Q57_12,Q58_1,Q58_2,Q58_3,Q58_4,Q58_5,Q58_6,Q58_7,Q58_8,Q58_9,Q58_10,Q58_11,Q58_12,Q59_1,Q59_2,Q59_3,Q59_4,Q59_5,Q59_6,Q59_7,Q59_8,Q59_9,Q59_10,Q59_11,Q59_12,Q60_1,Q60_2,Q60_3,Q60_4,Q60_5,Q60_6,Q60_7,Q60_8,Q60_9,Q60_10,Q60_11,Q60_12,cond,init
2014-03-31 12:53:36,2014-03-31 12:55:37,0,96.32.9.183,,121,1,2014-03-31 12:55:37,R_bvHfK6BFGpwMZZr,,,,,,1,1,10,1,1,1,2,2,1,,,Alexandra,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,5,3,5,4,2,4,4,4,3,,,,,,,,,,,,,your mother,Alexandra
2014-03-31 12:53:46,2014-03-31 12:55:50,0,83.44.19.128,,124,1,2014-03-31 12:55:50,R_6L0oprWUsMT2qXz,,,,,,1,1,4,1,1,1,1,2,1,1,,Jackson,,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,6,5,5,5,4,5,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,your first cousin,
2014-03-31 12:52:27,2014-03-31 12:56:06,0,75.183.64.212,,219,1,2014-03-31 12:56:06,R_5bYGaswWbNCvaJv,,,,,,1,1,16,1,1,1,1,2,1,1,,,,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a stranger,a stranger
2014-03-31 12:52:08,2014-03-31 12:56:13,0,24.219.193.211,,245,1,2014-03-31 12:56:13,R_ete2m0vb0f6nyi9,,,,,,1,1,14,1,1,1,1,1,1,1,2,,,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,2,6,5,5,4,4,5,4,6,,,,,,,,,,,,,a stranger,a stranger
2014-03-31 12:53:50,2014-03-31 12:56:15,0,24.43.153.142,,145,1,2014-03-31 12:56:15,R_bEO5e1tuyci7cpf,,,,,,1,2,13,1,1,1,1,2,1,1,,Julie,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,3,3,1,1,3,3,1,3,3,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your oldest living sibling,Julie
2014-03-31 12:55:01,2014-03-31 12:56:35,0,67.177.53.53,,94,1,2014-03-31 12:56:35,R_6VXrRXil8E9wM1D,,,,,,1,2,15,1,1,1,1,1,1,1,1,Katherine,,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,2,1,6,6,3,5,6,5,1,3,,,,,,,,,,,,,your mother,Katherine
2014-03-31 12:53:39,2014-03-31 12:56:39,0,68.8.94.83,,180,1,2014-03-31 12:56:39,R_0jLYuvX2Udj212R,,,,,,1,1,10,1,2,1,2,2,1,,,,,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a stranger,a stranger
2014-03-31 12:53:55,2014-03-31 12:56:42,0,98.235.189.135,,167,1,2014-03-31 12:56:42,R_7UIakQfDbxPO31H,,,,,,1,1,6,1,1,1,1,2,1,1,,Jim,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,2,3,6,6,1,6,6,3,1,1,your father,Jim
2014-03-31 12:54:40,2014-03-31 12:56:42,0,67.84.54.208,,122,1,2014-03-31 12:56:42,R_0PPiobJzfIH2uP3,,,,,,1,1,6,1,1,1,1,2,1,1,,,,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,4,4,1,4,6,5,4,4,1,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a stranger,a stranger
2014-03-31 12:55:07,2014-03-31 12:56:45,0,50.138.39.146,,98,1,2014-03-31 12:56:46,R_ageKompqXQ2TH7L,,,,,,1,1,6,1,1,2,2,2,,,,Jean,,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your mother,Jean
2014-03-31 12:54:19,2014-03-31 12:56:48,0,98.214.232.143,,149,1,2014-03-31 12:56:48,R_6MsWE5tubcWTPCd,,,,,,1,2,19,2,1,1,1,1,1,1,1,Craig,,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,1,6,6,6,3,6,6,6,5,3,your romantic partner,Craig
2014-03-31 12:55:50,2014-03-31 12:56:52,0,70.195.69.142,,62,1,2014-03-31 12:56:52,R_6xOPuIqmzQp2E7z,,,,,,1,1,14,1,1,1,1,1,1,1,2,robert,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,your father,robert
2014-03-31 12:54:54,2014-03-31 12:56:57,0,174.69.32.201,,123,1,2014-03-31 12:56:58,R_9S8WAg7asvAa2gZ,,,,,,1,2,9,2,2,2,1,1,,1,1,,,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,4,3,1,1,4,4,1,3,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a stranger,a stranger
2014-03-31 12:55:04,2014-03-31 12:57:14,0,68.92.177.253,,130,1,2014-03-31 12:57:14,R_0q4qg6zrzPSEHLD,,,,,,1,1,9,1,1,2,1,1,,1,2,,,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,,,,,,,,,,,,,5,5,6,3,6,6,4,6,6,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a stranger,a stranger
2014-03-31 12:54:57,2014-03-31 12:57:23,0,68.33.122.53,,146,1,2014-03-31 12:57:23,R_9RYXQuGyxGSrEt7,,,,,,1,1,20,1,1,1,1,1,1,1,2,Susan,,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,2,2,1,1,2,2,1,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your romantic partner,Susan
2014-03-31 12:55:53,2014-03-31 12:57:24,0,192.160.51.50,,91,1,2014-03-31 12:57:25,R_cvye4M3wNk1L5w9,,,,,,1,1,13,1,1,1,1,1,1,1,2,Jane,,1,1,1,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,5,6,2,5,5,4,2,5,5,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,your mother,Jane
2014-03-31 12:54:29,2014-03-31 12:57:45,0,70.191.94.210,,196,1,2014-03-31 12:57:45,R_beFIewa3YhFsfc1,,,,,,1,1,4,1,1,1,1,1,1,1,1,caro,,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your first cousin,
2014-03-31 12:55:17,2014-03-31 12:57:47,0,23.112.48.193,,150,1,2014-03-31 12:57:47,R_8qQqNH2xGfeL0b3,,,,,,1,2,8,1,2,1,1,1,1,1,1,,,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a stranger,a stranger
2014-03-31 12:55:48,2014-03-31 12:57:56,0,70.195.69.142,,128,1,2014-03-31 12:57:56,R_8dz4GAe36QssH4N,,,,,,1,2,2,1,1,1,1,2,1,1,,al,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,your oldest living sibling,al
2014-03-31 12:55:05,2014-03-31 12:57:57,0,71.68.86.197,,172,1,2014-03-31 12:57:57,R_9tBiev1GslnIgzb,,,,,,1,1,8,1,1,1,2,1,1,,2,Erik,,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,an acquaintance,Erik
2014-03-31 12:56:03,2014-03-31 12:57:59,0,75.142.139.174,,116,1,2014-03-31 12:58:00,R_6EkDiAQNUID5hYx,,,,,,1,1,9,1,1,1,1,1,1,1,2,Mary,,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,5,5,1,2,5,5,3,5,5,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,your romantic partner,Mary
2014-03-31 12:55:51,2014-03-31 12:58:04,0,71.68.86.197,,133,1,2014-03-31 12:58:04,R_7Qyi7QMY0vAAYct,,,,,,1,2,8,1,1,1,1,1,1,1,1,Serenity,,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,an acquaintance,Serenity
2014-03-31 12:54:54,2014-03-31 12:58:07,0,76.14.162.241,,193,1,2014-03-31 12:58:07,R_eyfL0wYg2oA1Njv,,,,,,1,1,31,1,1,1,1,1,1,1,2,Sam,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,1,5,5,6,4,4,4,5,4,4,,,,,,,,,,,,,your oldest living sibling,Sam
2014-03-31 12:55:12,2014-03-31 12:58:07,0,71.50.104.127,,175,1,2014-03-31 12:58:07,R_d0AyB4dMHLy48Kh,,,,,,1,2,3,1,1,1,1,1,1,1,1,lisha,,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,6,4,4,4,4,4,5,4,3,4,your mother,lisha
2014-03-31 12:55:51,2014-03-31 12:58:10,0,72.224.188.118,,139,1,2014-03-31 12:58:10,R_56CdikhNghxXBxb,,,,,,1,1,11,1,2,1,1,2,1,1,,Lee,,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,,,,,,,,,,,,,3,1,2,2,3,3,2,1,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your mother,Lee
2014-03-31 12:55:43,2014-03-31 12:58:16,0,66.66.86.75,,153,1,2014-03-31 12:58:16,R_6xK2ZXJ8rt3USMJ,,,,,,1,1,11,1,1,1,1,2,1,1,,Roxann,,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,2,4,4,1,4,4,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,your mother,Roxann
2014-03-31 12:55:46,2014-03-31 12:58:16,0,107.5.89.172,,150,1,2014-03-31 12:58:16,R_0lezDiP8CcwTwqx,,,,,,1,2,13,1,2,1,1,1,1,1,2,mika,,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,2,2,1,2,2,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,an acquaintance,mika
2014-03-31 12:53:41,2014-03-31 12:58:20,0,71.58.159.65,,279,1,2014-03-31 12:58:20,R_0e01DxyhEJIMP1b,,,,,,1,1,13,1,1,1,1,2,1,1,,Bryan,,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,5,6,6,5,5,5,5,5,2,your closest friend,Bryan
